umur,jenis_kelamin,tinggi_cm,berat_kg,bmi,label
10,L,134.2,29.6,16.42,Normal
6,P,113.6,21.6,16.71,Normal
10,L,134.1,34.5,19.17,Gemuk
10,L,138.6,30.4,15.8,Normal
8,P,122.8,22.2,14.74,Normal
10,L,132.7,28.9,16.42,Normal
9,P,130.8,28.0,16.35,Normal
10,L,133.7,29.1,16.25,Normal
6,P,115.1,20.2,15.27,Normal
6,P,111.6,17.0,13.64,Kurus
7,P,113.7,18.0,13.92,Kurus
11,P,139.1,35.3,18.24,Gemuk
9,L,133.0,23.3,13.15,Kurus
9,P,124.7,32.1,20.62,Gemuk
10,P,133.2,32.7,18.41,Gemuk
12,L,144.8,38.5,18.38,Gemuk
9,L,131.4,27.1,15.68,Normal
9,P,124.8,26.4,16.97,Normal
8,L,122.4,20.0,13.37,Kurus
12,L,146.5,39.4,18.36,Gemuk
10,L,135.4,33.1,18.05,Gemuk
12,P,147.6,41.9,19.23,Gemuk
7,L,121.0,21.6,14.76,Normal
11,P,137.2,32.5,17.26,Normal
6,P,116.6,18.4,13.57,Kurus
10,L,137.7,30.7,16.17,Normal
10,L,128.0,30.5,18.62,Gemuk
12,L,148.2,34.8,15.88,Normal
8,P,124.7,25.3,16.24,Normal
10,L,136.5,27.0,14.49,Normal
10,P,134.0,33.7,18.78,Gemuk
12,P,146.0,40.4,18.95,Gemuk
8,L,120.2,27.5,19.04,Gemuk
12,P,145.6,39.1,18.45,Gemuk
8,P,125.1,23.3,14.87,Normal
6,P,118.0,18.3,13.15,Kurus
12,P,142.6,33.7,16.59,Normal
9,P,128.1,26.0,15.86,Normal
10,P,135.8,32.6,17.65,Normal
9,L,129.5,27.3,16.28,Normal
6,L,112.3,18.9,15.04,Normal
9,P,130.3,22.5,13.25,Kurus
6,P,115.4,21.4,16.05,Normal
11,L,139.3,40.1,20.67,Gemuk
9,L,123.5,26.6,17.42,Normal
9,P,128.1,25.2,15.37,Normal
8,P,119.9,28.5,19.8,Gemuk
6,P,113.8,18.6,14.34,Normal
8,P,125.5,20.0,12.69,Kurus
6,L,111.2,20.5,16.59,Normal
9,L,126.0,28.9,18.22,Gemuk
7,P,120.0,19.7,13.71,Kurus
10,L,132.0,35.3,20.23,Gemuk
11,P,143.0,36.2,17.68,Normal
10,P,131.9,28.7,16.48,Normal
7,L,114.1,20.0,15.37,Normal
7,L,116.9,19.2,14.04,Normal
9,P,133.0,29.7,16.78,Normal
12,L,146.5,41.4,19.28,Gemuk
6,P,110.1,17.0,14.01,Normal
10,P,136.7,33.2,17.79,Normal
10,P,134.9,32.6,17.88,Normal
6,P,117.8,17.0,12.25,Kurus
8,L,121.7,24.9,16.84,Normal
8,L,123.1,27.8,18.38,Gemuk
9,P,131.1,25.1,14.62,Normal
10,P,132.8,35.5,20.13,Gemuk
10,L,135.3,29.4,16.06,Normal
8,P,123.1,25.0,16.5,Normal
10,P,128.8,36.5,21.98,Gemuk
9,P,125.9,28.7,18.13,Gemuk
7,L,119.1,19.6,13.82,Kurus
11,P,144.7,37.4,17.86,Normal
11,P,140.4,33.7,17.08,Normal
12,L,148.3,38.3,17.41,Normal
6,L,113.6,20.2,15.66,Normal
6,L,111.5,17.0,13.68,Kurus
8,P,123.4,24.2,15.86,Normal
12,L,146.7,41.3,19.16,Gemuk
8,L,120.0,23.2,16.1,Normal
7,P,121.8,19.6,13.25,Kurus
10,P,136.1,29.4,15.9,Normal
8,P,124.7,20.0,12.86,Kurus
11,L,142.3,38.2,18.85,Gemuk
8,L,121.8,20.6,13.88,Kurus
9,P,130.0,29.4,17.4,Normal
9,P,128.9,26.5,15.95,Normal
10,P,136.0,30.4,16.41,Normal
6,L,115.2,22.0,16.57,Normal
7,L,121.0,21.6,14.77,Normal
6,P,113.6,18.1,14.04,Normal
9,P,132.3,27.5,15.7,Normal
9,L,126.2,27.0,16.94,Normal
8,L,121.2,27.4,18.63,Gemuk
6,L,111.4,20.2,16.27,Normal
9,P,127.1,26.6,16.45,Normal
10,L,134.1,35.3,19.65,Gemuk
6,L,116.6,17.0,12.49,Kurus
11,P,144.0,36.3,17.48,Normal
12,P,144.0,38.9,18.73,Gemuk
8,L,121.9,20.0,13.46,Kurus
11,P,143.7,34.3,16.62,Normal
6,L,112.5,17.2,13.55,Kurus
11,P,144.9,36.6,17.47,Normal
12,P,148.4,38.2,17.36,Normal
11,P,140.7,41.4,20.91,Gemuk
12,P,143.5,36.7,17.81,Normal
12,L,147.4,44.1,20.3,Gemuk
12,P,145.1,36.4,17.27,Normal
10,P,137.2,31.9,16.92,Normal
6,L,115.5,20.5,15.34,Normal
9,L,130.2,27.3,16.13,Normal
9,P,133.0,23.5,13.26,Kurus
12,P,151.4,38.1,16.63,Normal
6,L,118.0,22.0,15.8,Normal
12,P,144.8,46.3,22.1,Obesitas
9,L,131.6,29.6,17.11,Normal
12,P,140.0,37.3,19.02,Gemuk
7,L,113.0,25.0,19.58,Gemuk
7,L,117.9,18.0,12.94,Kurus
6,L,115.2,20.4,15.33,Normal
10,P,134.4,30.0,16.61,Normal
9,P,129.5,28.8,17.19,Normal
11,L,142.8,34.0,16.67,Normal
8,L,121.4,26.5,17.99,Normal
12,P,146.4,39.5,18.43,Gemuk
8,P,125.2,20.0,12.75,Kurus
9,L,130.5,26.1,15.32,Normal
11,L,141.9,36.9,18.33,Gemuk
11,L,140.0,31.0,15.83,Normal
6,L,112.7,17.0,13.39,Kurus
11,P,139.8,36.8,18.83,Gemuk
12,L,146.6,40.9,19.05,Gemuk
6,L,112.2,17.0,13.5,Kurus
12,L,148.8,36.0,16.24,Normal
9,L,128.3,34.0,20.67,Gemuk
6,P,114.2,21.4,16.4,Normal
9,P,129.6,27.5,16.4,Normal
11,L,140.7,36.7,18.56,Gemuk
11,L,140.5,38.0,19.23,Gemuk
12,P,145.8,40.8,19.18,Gemuk
8,P,119.6,20.5,14.37,Normal
7,P,119.3,22.2,15.64,Normal
11,P,143.9,41.4,19.98,Gemuk
7,P,118.3,23.8,16.98,Normal
10,P,136.0,31.5,17.0,Normal
6,L,115.1,19.4,14.64,Normal
12,P,152.0,35.9,15.53,Normal
10,P,129.8,33.4,19.82,Gemuk
10,P,132.9,31.9,18.06,Gemuk
12,L,149.5,47.4,21.21,Gemuk
8,P,122.9,20.1,13.3,Kurus
7,P,116.2,20.9,15.47,Normal
10,P,134.1,34.3,19.07,Gemuk
6,L,114.3,22.0,16.82,Normal
11,P,140.5,38.0,19.23,Gemuk
10,P,132.1,29.2,16.72,Normal
9,P,130.3,28.9,16.98,Normal
9,L,129.4,25.6,15.27,Normal
7,L,115.5,20.9,15.67,Normal
7,P,118.1,24.9,17.87,Normal
6,L,111.5,17.0,13.68,Kurus
10,P,137.1,30.2,16.08,Normal
10,L,133.7,25.3,14.14,Normal
6,L,114.5,22.0,16.79,Normal
8,L,126.0,24.8,15.62,Normal
9,L,125.3,25.9,16.51,Normal
8,P,122.2,22.9,15.34,Normal
7,P,118.5,20.3,14.49,Normal
8,P,122.9,26.7,17.67,Normal
8,L,119.1,22.1,15.55,Normal
11,L,139.1,31.9,16.47,Normal
8,L,122.7,24.7,16.4,Normal
9,P,124.9,31.7,20.31,Gemuk
11,P,143.8,36.2,17.5,Normal
12,P,143.0,36.3,17.76,Normal
12,P,145.4,40.8,19.31,Gemuk
6,P,114.3,22.0,16.85,Normal
6,L,115.6,22.0,16.46,Normal
8,P,123.8,20.6,13.44,Kurus
9,L,129.9,29.8,17.63,Normal
9,P,130.0,22.0,13.02,Kurus
11,P,141.0,34.0,17.07,Normal
12,L,145.2,37.6,17.84,Normal
10,L,137.6,33.4,17.67,Normal
6,L,110.0,22.0,18.18,Gemuk
9,L,125.4,28.3,17.99,Normal
8,L,125.4,21.2,13.51,Kurus
10,P,133.6,30.3,16.97,Normal
8,L,122.5,29.0,19.33,Gemuk
8,L,118.0,27.1,19.49,Gemuk
6,L,110.8,20.9,17.0,Normal
7,L,116.8,18.0,13.2,Kurus
11,L,141.7,32.1,16.02,Normal
11,L,136.3,31.8,17.12,Normal
8,L,119.1,27.2,19.19,Gemuk
8,L,124.1,26.4,17.16,Normal
7,L,118.6,19.4,13.76,Kurus
11,L,140.1,39.3,20.03,Gemuk
12,L,141.9,38.8,19.26,Gemuk
9,P,128.8,30.3,18.28,Gemuk
11,L,139.3,37.2,19.14,Gemuk
9,P,128.3,26.6,16.19,Normal
9,L,128.2,30.3,18.45,Gemuk
10,P,130.4,33.2,19.51,Gemuk
8,P,128.0,26.7,16.31,Normal
8,P,125.7,20.0,12.66,Kurus
12,L,143.6,41.3,20.03,Gemuk
9,L,125.5,30.3,19.24,Gemuk
9,L,127.8,26.2,16.03,Normal
10,L,139.5,28.2,14.46,Normal
8,P,128.0,22.9,13.98,Kurus
7,L,113.7,25.0,19.33,Gemuk
10,L,132.1,34.5,19.79,Gemuk
7,L,118.7,21.8,15.46,Normal
8,L,122.5,24.8,16.55,Normal
10,P,133.3,27.7,15.57,Normal
9,L,124.9,22.7,14.53,Normal
9,L,133.0,22.5,12.71,Kurus
6,L,115.0,17.0,12.85,Kurus
6,L,117.3,22.0,15.99,Normal
8,P,119.2,27.0,19.04,Gemuk
11,P,143.1,41.0,20.05,Gemuk
8,P,120.2,27.1,18.74,Gemuk
12,P,144.9,40.7,19.38,Gemuk
11,L,142.2,34.0,16.81,Normal
12,L,140.0,39.1,19.93,Gemuk
11,L,135.4,34.1,18.59,Gemuk
7,P,116.1,18.0,13.36,Kurus
10,P,134.9,33.7,18.55,Gemuk
9,L,127.6,26.8,16.45,Normal
8,P,120.9,24.3,16.61,Normal
11,L,142.3,38.6,19.04,Gemuk
11,P,138.5,39.3,20.47,Gemuk
10,P,138.1,29.8,15.64,Normal
8,P,124.0,20.0,13.01,Kurus
6,P,115.7,20.4,15.22,Normal
10,P,133.6,30.1,16.88,Normal
8,L,122.5,26.9,17.93,Normal
7,P,122.5,22.2,14.81,Normal
6,P,111.3,22.0,17.76,Normal
7,P,119.5,18.0,12.6,Kurus
8,L,124.0,25.2,16.41,Normal
6,L,115.4,17.0,12.77,Kurus
12,L,142.6,37.5,18.47,Gemuk
11,P,139.5,34.0,17.45,Normal
9,L,126.8,29.2,18.18,Gemuk
9,P,126.2,30.2,18.95,Gemuk
8,P,123.4,29.0,19.03,Gemuk
11,L,141.2,39.1,19.6,Gemuk
10,L,135.3,34.0,18.61,Gemuk
8,L,123.1,22.2,14.68,Normal
11,P,143.6,34.1,16.52,Normal
11,P,139.2,33.0,17.01,Normal
8,L,126.1,26.8,16.84,Normal
8,P,120.5,26.3,18.08,Gemuk
10,P,133.5,25.0,14.03,Normal
11,L,142.1,35.6,17.66,Normal
12,P,145.8,36.7,17.25,Normal
8,L,120.2,20.0,13.85,Kurus
6,L,112.5,18.1,14.28,Normal
11,L,140.9,36.5,18.4,Gemuk
12,L,144.6,39.5,18.86,Gemuk
9,P,124.2,28.3,18.35,Gemuk
12,P,142.4,39.5,19.47,Gemuk
7,P,119.3,25.0,17.56,Normal
10,P,132.4,25.0,14.26,Normal
12,P,147.5,34.0,15.62,Normal
11,P,136.9,29.1,15.53,Normal
7,P,117.7,23.6,17.0,Normal
8,P,121.6,26.8,18.13,Gemuk
6,L,117.1,18.8,13.75,Kurus
6,P,113.9,19.4,14.95,Normal
9,P,128.0,26.9,16.41,Normal
10,L,133.4,32.2,18.07,Gemuk
10,P,134.5,33.8,18.69,Gemuk
11,L,141.9,38.1,18.95,Gemuk
10,P,134.1,30.5,16.99,Normal
8,P,124.2,24.1,15.63,Normal
11,L,141.4,37.3,18.63,Gemuk
10,L,129.9,28.4,16.83,Normal
7,L,117.7,18.0,13.0,Kurus
10,L,131.9,27.2,15.61,Normal
7,L,120.3,21.5,14.86,Normal
9,L,126.5,28.5,17.84,Normal
12,L,145.8,39.8,18.74,Gemuk
6,L,111.3,18.6,15.05,Normal
6,L,114.8,17.0,12.89,Kurus
6,P,115.5,20.9,15.65,Normal
8,P,120.5,22.1,15.22,Normal
8,P,122.9,29.0,19.2,Gemuk
8,P,124.6,21.0,13.5,Kurus
12,P,148.5,37.9,17.17,Normal
12,P,146.3,40.6,18.98,Gemuk
8,L,121.3,22.7,15.44,Normal
11,P,138.6,30.7,15.97,Normal
11,P,136.8,35.5,18.98,Gemuk
6,L,114.5,19.3,14.7,Normal
6,P,114.8,21.9,16.61,Normal
8,L,124.3,26.3,17.0,Normal
9,P,129.0,22.0,13.22,Kurus
9,L,128.3,30.7,18.67,Gemuk
12,L,144.7,43.6,20.83,Gemuk
9,P,124.6,28.0,18.02,Gemuk
12,L,142.8,37.8,18.51,Gemuk
11,P,145.8,33.0,15.52,Normal
9,P,126.5,23.4,14.64,Normal
8,L,119.6,20.9,14.61,Normal
6,P,110.2,17.0,13.99,Kurus
11,L,141.5,35.8,17.9,Normal
11,L,142.5,34.4,16.95,Normal
8,L,122.0,20.0,13.43,Kurus
8,P,124.2,22.8,14.81,Normal
6,L,112.4,18.0,14.27,Normal
8,L,122.0,23.7,15.95,Normal
11,L,138.8,34.1,17.69,Normal
7,P,116.6,21.7,15.96,Normal
11,L,136.3,36.4,19.59,Gemuk
6,P,117.3,20.0,14.5,Normal
11,P,139.8,37.6,19.22,Gemuk
11,L,143.9,38.8,18.74,Gemuk
12,P,143.9,36.3,17.52,Normal
11,P,140.1,39.5,20.13,Gemuk
8,L,121.9,21.6,14.51,Normal
6,L,115.6,22.0,16.47,Normal
8,L,119.3,23.9,16.76,Normal
11,P,143.2,39.8,19.4,Gemuk
11,P,144.2,36.1,17.35,Normal
6,L,116.9,22.0,16.1,Normal
11,P,140.6,38.2,19.34,Gemuk
11,L,141.8,37.2,18.52,Gemuk
6,P,113.4,18.0,13.99,Kurus
11,L,140.6,33.9,17.12,Normal
10,L,135.2,36.1,19.75,Gemuk
11,L,140.4,33.5,17.03,Normal
10,L,133.9,33.1,18.45,Gemuk
11,P,135.7,40.9,22.19,Obesitas
12,L,146.5,39.5,18.39,Gemuk
7,P,118.6,18.0,12.79,Kurus
9,P,131.0,24.6,14.31,Normal
9,P,128.0,28.5,17.39,Normal
8,L,123.4,26.4,17.35,Normal
10,P,134.6,37.9,20.92,Gemuk
8,P,120.9,23.4,15.99,Normal
8,L,126.8,23.6,14.7,Normal
9,P,127.3,26.4,16.32,Normal
8,L,122.8,20.9,13.85,Kurus
10,L,132.9,29.8,16.86,Normal
8,P,126.6,24.5,15.27,Normal
9,P,124.8,26.2,16.84,Normal
8,P,122.7,22.1,14.64,Normal
12,P,147.9,41.7,19.04,Gemuk
6,L,112.0,22.0,17.53,Normal
7,L,116.3,23.9,17.64,Normal
9,P,125.0,28.0,17.9,Normal
11,L,144.0,33.3,16.06,Normal
7,L,119.4,18.0,12.63,Kurus
9,L,126.3,30.5,19.11,Gemuk
11,L,140.6,39.0,19.74,Gemuk
12,L,147.2,36.9,17.04,Normal
9,L,130.2,22.1,13.07,Kurus
10,P,132.3,31.4,17.96,Normal
9,P,130.4,22.5,13.21,Kurus
7,P,116.7,20.9,15.33,Normal
7,P,117.4,20.7,15.0,Normal
8,P,121.1,25.9,17.67,Normal
12,L,146.9,38.8,17.99,Normal
8,L,127.5,24.2,14.87,Normal
11,L,140.1,36.4,18.57,Gemuk
11,P,137.8,32.4,17.07,Normal
9,L,128.5,28.6,17.31,Normal
9,L,132.2,32.3,18.49,Gemuk
11,P,138.0,40.7,21.38,Gemuk
8,L,123.7,27.4,17.9,Normal
6,P,112.4,22.0,17.41,Normal
11,P,144.4,35.3,16.9,Normal
7,P,116.5,24.8,18.3,Gemuk
11,L,139.5,35.7,18.35,Gemuk
9,L,126.4,24.4,15.3,Normal
8,L,123.0,29.0,19.18,Gemuk
11,L,143.6,34.7,16.81,Normal
10,L,132.6,32.7,18.6,Gemuk
6,L,118.0,22.0,15.8,Normal
7,L,120.6,19.7,13.53,Kurus
11,L,142.2,33.5,16.56,Normal
11,P,140.8,36.9,18.61,Gemuk
12,L,149.7,37.9,16.88,Normal
8,L,125.1,22.3,14.22,Normal
7,L,117.7,23.0,16.6,Normal
12,L,146.4,36.4,16.96,Normal
8,L,122.3,22.3,14.91,Normal
10,L,135.1,34.6,18.92,Gemuk
7,L,116.5,24.5,18.05,Gemuk
12,L,149.7,36.0,16.05,Normal
7,L,119.1,23.4,16.46,Normal
10,L,138.5,30.1,15.7,Normal
7,L,117.1,19.9,14.54,Normal
9,L,133.0,23.5,13.28,Kurus
12,P,143.2,38.9,18.97,Gemuk
9,P,126.9,26.4,16.4,Normal
11,L,135.0,33.7,18.5,Gemuk
9,L,124.8,24.1,15.5,Normal
10,L,133.9,33.4,18.64,Gemuk
9,P,127.2,28.9,17.89,Normal
6,P,113.1,21.1,16.52,Normal
12,L,145.1,38.7,18.4,Gemuk
10,L,132.4,31.7,18.09,Gemuk
8,P,122.8,21.8,14.43,Normal
6,L,115.0,22.0,16.63,Normal
7,P,119.5,22.8,15.94,Normal
6,P,114.6,21.7,16.53,Normal
9,L,128.8,28.8,17.34,Normal
9,L,129.2,32.2,19.31,Gemuk
9,P,127.5,31.3,19.25,Gemuk
6,L,113.9,18.8,14.5,Normal
6,P,110.5,19.3,15.77,Normal
12,L,142.6,39.3,19.31,Gemuk
12,L,145.9,39.4,18.5,Gemuk
9,P,130.3,28.4,16.73,Normal
6,L,112.7,20.1,15.86,Normal
7,L,121.0,25.0,17.08,Normal
11,L,142.9,29.8,14.59,Normal
7,L,121.6,22.4,15.16,Normal
6,P,114.8,19.3,14.65,Normal
9,P,128.4,22.0,13.34,Kurus
11,P,141.7,34.3,17.08,Normal
11,L,135.2,34.5,18.89,Gemuk
8,L,124.3,21.9,14.19,Normal
8,L,122.5,28.1,18.71,Gemuk
7,L,117.5,24.8,18.0,Gemuk
10,P,133.1,28.7,16.18,Normal
8,L,126.8,25.5,15.88,Normal
6,P,111.8,20.7,16.6,Normal
8,L,120.5,23.5,16.2,Normal
6,P,112.2,19.7,15.7,Normal
6,P,113.3,19.5,15.17,Normal
8,L,122.0,24.4,16.42,Normal
10,L,132.4,36.0,20.54,Gemuk
12,L,150.0,37.2,16.51,Normal
9,L,128.8,28.2,17.0,Normal
6,P,110.0,18.4,15.2,Normal
8,L,121.5,20.0,13.54,Kurus
10,P,135.2,33.7,18.44,Gemuk
7,L,119.8,24.3,16.95,Normal
11,L,135.4,33.0,18.0,Normal
10,L,136.9,26.9,14.38,Normal
6,L,112.0,17.0,13.56,Kurus
12,P,141.3,41.9,20.97,Gemuk
10,P,133.1,30.9,17.44,Normal
8,P,125.9,21.5,13.58,Kurus
6,L,115.5,19.2,14.35,Normal
8,L,120.8,26.7,18.3,Gemuk
7,P,119.0,20.6,14.53,Normal
10,L,135.7,37.4,20.29,Gemuk
9,L,130.4,30.6,18.0,Gemuk
11,L,139.5,38.0,19.54,Gemuk
11,P,137.5,37.6,19.87,Gemuk
11,P,143.4,31.6,15.35,Normal
9,L,126.9,27.0,16.76,Normal
12,L,140.8,39.8,20.04,Gemuk
11,P,143.5,38.4,18.65,Gemuk
9,L,126.4,23.3,14.56,Normal
7,L,115.6,19.5,14.58,Normal
10,L,133.3,31.8,17.88,Normal
9,P,129.7,32.1,19.1,Gemuk
8,P,118.3,26.2,18.7,Gemuk
8,P,126.1,26.5,16.69,Normal
6,P,113.2,20.0,15.6,Normal
7,P,119.5,23.4,16.4,Normal
8,P,124.6,22.9,14.75,Normal
8,L,120.4,25.2,17.37,Normal
12,L,142.0,38.5,19.12,Gemuk
10,P,136.2,30.3,16.34,Normal
8,L,126.8,24.9,15.46,Normal
9,P,123.0,31.6,20.88,Gemuk
7,L,118.8,23.3,16.5,Normal
6,P,113.9,18.4,14.15,Normal
11,P,144.8,34.2,16.34,Normal
10,P,132.5,32.9,18.76,Gemuk
10,P,133.3,32.6,18.33,Gemuk
6,P,111.6,17.0,13.64,Kurus
10,P,134.2,34.6,19.25,Gemuk
10,P,129.7,33.0,19.58,Gemuk
11,L,144.5,36.7,17.57,Normal
6,P,116.5,17.4,12.82,Kurus
10,L,137.0,31.6,16.84,Normal
12,L,145.8,38.1,17.91,Normal
10,L,136.3,29.5,15.9,Normal
11,L,137.7,33.9,17.89,Normal
8,P,125.0,23.0,14.74,Normal
11,P,143.3,33.3,16.22,Normal
9,L,125.2,24.9,15.88,Normal
7,L,118.9,19.0,13.46,Kurus
10,P,132.3,35.5,20.32,Gemuk
8,L,119.9,20.4,14.16,Normal
10,P,135.2,35.5,19.4,Gemuk
9,L,129.3,32.8,19.64,Gemuk
11,P,140.0,34.1,17.4,Normal
10,L,131.9,29.8,17.15,Normal
8,P,120.2,26.1,18.07,Gemuk
8,L,121.8,24.5,16.53,Normal
12,L,146.8,36.7,17.0,Normal
12,L,145.1,36.4,17.27,Normal
11,L,145.4,36.0,17.02,Normal
12,L,145.9,40.4,19.0,Gemuk
10,P,132.3,32.7,18.69,Gemuk
12,L,145.4,32.1,15.16,Normal
7,L,114.3,19.6,15.02,Normal
12,P,147.5,41.6,19.14,Gemuk
11,P,145.0,38.8,18.47,Gemuk
6,P,112.8,17.0,13.36,Kurus
6,L,110.0,17.0,14.05,Normal
12,P,148.6,45.0,20.37,Gemuk
11,L,141.6,40.3,20.08,Gemuk
6,L,118.0,20.5,14.73,Normal
12,L,145.3,41.8,19.82,Gemuk
12,L,151.2,40.7,17.83,Normal
11,L,137.7,37.7,19.9,Gemuk
10,L,137.1,28.2,14.99,Normal
11,L,141.9,29.3,14.54,Normal
9,P,123.0,24.4,16.14,Normal
12,P,146.1,35.5,16.62,Normal
8,P,119.8,26.9,18.76,Gemuk
6,P,112.2,19.4,15.42,Normal
11,P,141.8,37.2,18.49,Gemuk
6,L,118.0,22.0,15.8,Normal
10,P,130.7,30.2,17.66,Normal
10,L,138.5,31.7,16.54,Normal
8,L,121.4,25.4,17.24,Normal
6,P,112.9,18.0,14.1,Normal
11,P,141.6,39.2,19.57,Gemuk
12,L,146.5,36.4,16.97,Normal
6,L,115.6,21.5,16.05,Normal
9,L,127.4,29.3,18.04,Gemuk
12,P,144.9,36.4,17.33,Normal
7,L,116.1,21.6,15.99,Normal
7,P,118.1,24.8,17.75,Normal
11,L,137.1,38.1,20.24,Gemuk
11,L,142.5,37.2,18.33,Gemuk
12,L,147.2,37.6,17.34,Normal
12,L,146.8,38.1,17.68,Normal
7,L,119.1,19.7,13.9,Kurus
11,P,143.7,35.3,17.1,Normal
9,L,123.7,27.0,17.63,Normal
10,L,136.4,30.8,16.57,Normal
10,P,137.7,30.3,15.96,Normal
8,P,120.6,20.0,13.75,Kurus
12,P,142.5,37.1,18.28,Gemuk
7,P,117.8,19.3,13.91,Kurus
10,L,135.3,29.7,16.23,Normal
8,L,122.7,24.2,16.08,Normal
7,L,117.7,18.0,12.99,Kurus
6,P,116.2,18.7,13.85,Kurus
11,L,139.9,39.3,20.06,Gemuk
6,P,112.8,17.4,13.65,Kurus
10,L,133.8,33.0,18.44,Gemuk
6,P,112.6,17.0,13.41,Kurus
6,L,116.4,19.0,13.98,Kurus
10,L,136.5,32.4,17.42,Normal
9,L,128.0,30.0,18.3,Gemuk
7,L,120.3,18.1,12.5,Kurus
7,P,116.7,23.8,17.47,Normal
8,P,119.2,27.8,19.54,Gemuk
12,L,148.1,41.7,19.01,Gemuk
7,P,115.6,25.0,18.69,Gemuk
7,L,122.5,24.0,16.0,Normal
6,P,113.1,22.0,17.2,Normal
12,P,144.3,44.5,21.34,Gemuk
8,L,121.5,29.0,19.63,Gemuk
10,P,136.9,35.3,18.85,Gemuk
10,P,132.7,31.2,17.71,Normal
6,P,111.7,22.0,17.64,Normal
9,L,129.9,28.4,16.83,Normal
8,L,125.1,24.1,15.42,Normal
10,P,138.2,37.9,19.87,Gemuk
11,L,139.5,30.6,15.7,Normal
6,P,115.3,22.0,16.56,Normal
6,L,113.6,21.0,16.27,Normal
9,P,125.3,25.0,15.95,Normal
8,P,125.7,29.0,18.37,Gemuk
10,P,130.8,29.5,17.24,Normal
7,P,117.6,23.8,17.18,Normal
8,P,119.8,26.1,18.16,Gemuk
9,P,123.7,30.3,19.82,Gemuk
8,P,121.7,23.7,16.03,Normal
7,P,121.4,19.2,13.03,Kurus
12,P,141.1,41.6,20.89,Gemuk
11,L,139.9,38.4,19.61,Gemuk
8,P,124.2,25.3,16.39,Normal
12,L,146.2,37.7,17.64,Normal
12,L,149.1,38.0,17.07,Normal
8,P,120.8,24.2,16.57,Normal
10,P,135.1,35.8,19.59,Gemuk
8,L,123.1,22.9,15.14,Normal
10,P,132.8,30.5,17.32,Normal
9,P,128.3,27.1,16.47,Normal
11,L,144.9,34.2,16.31,Normal
12,P,145.4,40.8,19.28,Gemuk
8,P,121.7,20.3,13.71,Kurus
11,P,139.8,37.6,19.25,Gemuk
7,P,114.8,18.4,13.92,Kurus
7,P,119.3,19.0,13.31,Kurus
9,P,128.0,24.9,15.21,Normal
12,L,145.2,40.3,19.13,Gemuk
12,P,143.4,44.3,21.53,Gemuk
8,P,122.2,26.8,17.96,Normal
11,P,141.7,37.8,18.85,Gemuk
10,P,132.3,29.7,16.94,Normal
11,L,139.4,38.5,19.8,Gemuk
9,P,130.2,24.6,14.5,Normal
6,P,116.6,18.8,13.85,Kurus
9,P,128.9,27.8,16.73,Normal
12,L,144.6,41.9,20.04,Gemuk
10,P,129.4,29.3,17.49,Normal
9,L,129.5,28.2,16.84,Normal
9,P,125.9,27.9,17.61,Normal
7,P,118.7,22.1,15.68,Normal
10,L,136.9,30.6,16.36,Normal
6,L,114.5,19.5,14.88,Normal
10,L,134.1,29.3,16.28,Normal
8,P,120.3,22.8,15.78,Normal
9,L,130.2,29.3,17.27,Normal
11,P,143.7,39.3,19.02,Gemuk
7,P,116.8,18.0,13.22,Kurus
7,P,120.8,19.6,13.46,Kurus
11,P,144.3,28.7,13.79,Kurus
8,L,125.0,23.0,14.71,Normal
9,L,130.5,26.6,15.61,Normal
12,L,146.5,45.2,21.05,Gemuk
8,L,125.9,26.6,16.76,Normal
10,L,128.0,33.9,20.67,Gemuk
11,P,139.4,38.2,19.63,Gemuk
11,L,140.7,31.2,15.78,Normal
6,P,115.6,19.8,14.79,Normal
7,L,122.0,23.3,15.64,Normal
6,L,113.2,20.1,15.72,Normal
8,P,124.0,29.0,18.84,Gemuk
9,P,127.9,30.4,18.55,Gemuk
10,P,130.8,36.8,21.52,Gemuk
9,L,126.0,22.8,14.34,Normal
10,P,136.5,28.8,15.48,Normal
12,P,144.2,47.0,22.62,Obesitas
9,L,128.4,28.4,17.25,Normal
8,P,122.5,21.5,14.35,Normal
10,P,131.8,32.5,18.72,Gemuk
6,L,115.7,17.0,12.7,Kurus
7,P,118.3,22.3,15.89,Normal
9,L,125.1,27.1,17.3,Normal
12,L,148.7,38.1,17.25,Normal
10,L,133.4,28.0,15.71,Normal
8,P,120.7,25.8,17.68,Normal
6,L,111.8,17.0,13.59,Kurus
9,L,133.0,28.1,15.88,Normal
9,L,133.0,30.0,16.95,Normal
9,P,125.9,26.9,16.96,Normal
7,L,115.2,21.1,15.92,Normal
10,L,136.1,28.4,15.35,Normal
8,P,124.9,25.1,16.08,Normal
8,L,122.3,23.4,15.64,Normal
11,P,140.6,37.0,18.7,Gemuk
6,P,114.8,17.0,12.91,Kurus
7,P,116.0,22.7,16.87,Normal
6,L,113.9,17.5,13.47,Kurus
9,L,123.6,25.4,16.61,Normal
9,P,131.7,30.0,17.31,Normal
12,L,146.4,34.4,16.04,Normal
12,L,147.3,37.7,17.39,Normal
10,L,131.5,35.3,20.4,Gemuk
11,L,140.8,30.2,15.23,Normal
8,L,127.8,25.9,15.84,Normal
11,P,145.5,34.0,16.07,Normal
12,L,144.6,42.1,20.15,Gemuk
6,L,112.8,17.8,13.96,Kurus
